iter	RMSE
0	0.4709662028
1	0.4592797643
2	0.4479648128
3	0.4361656708
4	0.424110858
5	0.4135986012
6	0.4037297887
7	0.3940650664
8	0.3854722317
9	0.3766072755
10	0.367635131
11	0.3586815599
12	0.3512218245
13	0.3431264789
14	0.3353177348
15	0.3275785144
16	0.3204312511
17	0.3128048081
18	0.3058772064
19	0.2992083191
20	0.2933609702
21	0.287477158
22	0.2822862248
23	0.2769347312
24	0.2714114925
25	0.2658814685
26	0.2602340247
27	0.2559101147
28	0.2509811119
29	0.246369668
30	0.2414305228
31	0.2370581525
32	0.2323544657
33	0.2282882899
34	0.2246779594
35	0.2207224081
36	0.2173514868
37	0.213888105
38	0.210338032
39	0.2064422543
40	0.2026662378
41	0.199238077
42	0.1961857852
43	0.1936663473
44	0.1905703551
45	0.1874732642
46	0.1847089887
47	0.1818498352
48	0.1789507573
49	0.1765823948
50	0.1741258462
51	0.1714844869
52	0.169635153
53	0.1674811924
54	0.1652078606
55	0.1633361026
56	0.161552708
57	0.1596152209
58	0.1574913922
59	0.1554177733
60	0.1534656548
61	0.1517956554
62	0.1501319561
63	0.1486249001
64	0.1468843844
65	0.1457626041
66	0.1439399831
67	0.1425722259
68	0.1409212397
69	0.1398510003
70	0.1385966914
71	0.137458537
72	0.1362680851
73	0.134782203
74	0.1331391103
75	0.1319016636
76	0.1307109001
77	0.1293740947
78	0.1281985423
79	0.1268932427
80	0.1257972811
81	0.124742062
82	0.1235501348
83	0.1221432294
84	0.1213832882
85	0.1202941122
86	0.1191439339
87	0.1182576411
88	0.1173093496
89	0.11676266
90	0.116119918
91	0.1149892293
92	0.1140580353
93	0.1134244549
94	0.1124167048
95	0.1118834378
96	0.1112481993
97	0.1106706955
98	0.1098133152
99	0.1088534415
100	0.1079733294
101	0.1069314715
102	0.1061474416
103	0.1053403727
104	0.1045623002
105	0.1037415691
106	0.1029660107
107	0.1021931828
108	0.1018228627
109	0.1011990342
110	0.1005936187
111	0.1001955155
112	0.09955119034
113	0.09890194155
114	0.0981026297
115	0.09738012502
116	0.09692924077
117	0.09646256176
118	0.09587299958
119	0.09532836181
120	0.09495982067
121	0.09422652164
122	0.09373017835
123	0.09283823466
124	0.09250532127
125	0.09165980553
126	0.09108540661
127	0.0907017768
128	0.09035390034
129	0.08975824064
130	0.08933797295
131	0.0887866559
132	0.08809269333
133	0.08778229534
134	0.08734572209
135	0.08708401922
136	0.08683704993
137	0.08634175026
138	0.08586263011
139	0.08548355758
140	0.08508950586
141	0.08476912827
142	0.0844877653
143	0.0841604029
144	0.08396374224
145	0.08389066069
146	0.08350391519
147	0.08306782555
148	0.08273198461
149	0.08236714311
150	0.08209186645
151	0.08170473527
152	0.08120319344
153	0.08087886026
154	0.08054158588
155	0.08001298696
156	0.07983383967
157	0.07961172684
158	0.07934277441
159	0.07905064921
160	0.0787082237
161	0.07835148919
162	0.07795388599
163	0.07762889604
164	0.07741088612
165	0.0770042237
166	0.07661290166
167	0.07612593915
168	0.07569510599
169	0.0753383299
170	0.07476737129
171	0.07454268826
172	0.074447588
173	0.07407959522
174	0.07363171246
175	0.07341373846
176	0.07336387655
177	0.07305571642
178	0.0729180984
179	0.07281543998
180	0.07267277453
181	0.07241099508
182	0.07208546635
183	0.07171522084
184	0.07123947567
185	0.07099860532
186	0.0709344605
187	0.07064019329
188	0.07035380752
189	0.07002969828
190	0.06961268232
191	0.06944513143
192	0.06906122672
193	0.06888276385
194	0.06847817018
195	0.06813999506
196	0.06787004598
197	0.0677039812
198	0.06710663
199	0.06694395412
200	0.06652986273
201	0.06634997766
202	0.06600712675
203	0.06591410449
204	0.06584636102
205	0.06550811844
206	0.06539931954
207	0.06519270813
208	0.06496086511
209	0.06489856735
210	0.0645449817
211	0.06441798356
212	0.06417536694
213	0.06365582046
214	0.06353189768
215	0.06331431482
216	0.06326077629
217	0.06321029288
218	0.06315216797
219	0.06290441499
220	0.06263218745
221	0.06258240817
222	0.06248401108
223	0.06234111497
224	0.06216181323
225	0.06202274016
226	0.06190508283
227	0.06169842349
228	0.06154489455
229	0.06145521077
230	0.06124473061
231	0.06109687321
232	0.06106996143
233	0.06079636753
234	0.06049744413
235	0.06026294878
236	0.06018978056
237	0.05997786597
238	0.05987551001
239	0.05984073984
240	0.05958587217
241	0.05947551899
242	0.05935542385
243	0.05927879721
244	0.05920918641
245	0.05890994659
246	0.05883034416
247	0.05879652697
248	0.05835361231
249	0.05823236083
250	0.05783707365
251	0.05747088173
252	0.05738146633
253	0.05710226359
254	0.05675838859
255	0.05646507805
256	0.05637280213
257	0.05593275742
258	0.05580146638
259	0.05554247267
260	0.0555047355
261	0.05543560378
262	0.05535535866
263	0.05515620769
264	0.05506179467
265	0.05498744752
266	0.05491196252
267	0.05449941809
268	0.0541596978
269	0.053962267
270	0.05387538833
271	0.05378659228
272	0.05351435959
273	0.05333332867
274	0.05299767495
275	0.05291632075
276	0.05279519982
277	0.05261158511
278	0.0525583277
279	0.05241242945
280	0.05207839681
281	0.05177328297
282	0.05163143205
283	0.05148494088
284	0.05111535549
285	0.05076009307
286	0.0505205032
287	0.05038208324
288	0.05014037966
289	0.05003378153
290	0.04986067763
291	0.049520448
292	0.0493621134
293	0.04928869915
294	0.04921799397
295	0.04912763227
296	0.04902621396
297	0.04869680307
298	0.04857380299
299	0.04846021376
300	0.04843481977
301	0.04829210674
302	0.04820994543
303	0.0480108239
304	0.04788554627
305	0.0478300985
306	0.04751575382
307	0.04747366105
308	0.04725939351
309	0.04713882524
310	0.04709119075
311	0.046807765
312	0.04677643984
313	0.04673004148
314	0.04645246994
315	0.04638403986
316	0.04614396512
317	0.04602226589
318	0.04591717426
319	0.04570649415
320	0.04567299968
321	0.04552141522
322	0.04547674694
323	0.04518469852
324	0.04506390772
325	0.04479483
326	0.04466505526
327	0.04462183558
328	0.0445879052
329	0.04448194943
330	0.04418584604
331	0.04389937119
332	0.043857931
333	0.04370534193
334	0.04355018708
335	0.04347755965
336	0.04322623867
337	0.04312943782
338	0.04304012103
339	0.04297494978
340	0.04290517759
341	0.04282249033
342	0.04263257002
343	0.0424639828
344	0.04243213041
345	0.04233888439
346	0.04211822606
347	0.04202710422
348	0.04198480412
349	0.04194648003
350	0.04185579717
351	0.04174598744
352	0.04170552227
353	0.04157077197
354	0.04150210782
355	0.04130169972
356	0.04108304344
357	0.04105454977
358	0.04101181818
359	0.04081249121
360	0.04078477903
361	0.04060755726
362	0.04046734668
363	0.04042541614
364	0.04030425757
365	0.04027736829
366	0.04004182235
367	0.0399069936
368	0.03980577763
369	0.0395796768
370	0.03937859095
371	0.03916030694
372	0.03906548583
373	0.03903250682
374	0.03897767933
375	0.03881932559
376	0.03866694125
377	0.03862250845
378	0.03858396782
379	0.03852080605
380	0.03843850955
381	0.03839631828
382	0.03832094875
383	0.03818943021
384	0.03801655236
385	0.03800235513
386	0.03796762271
387	0.03793353508
388	0.03786964169
389	0.0376614321
390	0.0375063433
391	0.03732772952
392	0.03728791083
393	0.03708772911
394	0.03689165581
395	0.03685811256
396	0.03667735617
397	0.03655707266
398	0.03644786878
399	0.03643153416
400	0.03631320987
401	0.0361065412
402	0.03606254509
403	0.03597867802
404	0.03594750815
405	0.0357916659
406	0.03564458208
407	0.03548565488
408	0.03539929134
409	0.03529241498
410	0.03511930031
411	0.03499881001
412	0.03497885926
413	0.0348772008
414	0.03484606195
415	0.03474611975
416	0.03460800873
417	0.03438906473
418	0.034229606
419	0.0341878007
420	0.034175877
421	0.0340809509
422	0.03398380006
423	0.03396643982
424	0.03391529173
425	0.03389880287
426	0.0338748095
427	0.03378554286
428	0.03377315046
429	0.03368749643
430	0.03353992418
431	0.03352289026
432	0.03345099651
433	0.03343843354
434	0.03342407792
435	0.03325036463
436	0.03313262884
437	0.0331101161
438	0.0330810644
439	0.0330627156
440	0.03294856477
441	0.03285267709
442	0.03276957565
443	0.032755414
444	0.0327449419
445	0.03273014704
446	0.03258377103
447	0.03257011904
448	0.0324339958
449	0.0324195948
450	0.03233421399
451	0.03217319977
452	0.0321635316
453	0.0321341724
454	0.03201491397
455	0.03199224225
456	0.03195709753
457	0.03194208306
458	0.03183531829
459	0.03181529672
460	0.03180453961
461	0.03179138365
462	0.03174628545
463	0.03165048951
464	0.03161834529
465	0.03160098981
466	0.03154325851
467	0.03139204453
468	0.03126860578
469	0.03125893271
470	0.03119872587
471	0.03111637038
472	0.0310552332
473	0.03091610092
474	0.03085685559
475	0.03072353773
476	0.03071212125
477	0.03057815973
478	0.03040712721
479	0.03036663284
480	0.03019793157
481	0.03009645149
482	0.0300840781
483	0.0300155985
484	0.02997035702
485	0.02988197523
486	0.02987010617
487	0.02973400337
488	0.0296431171
489	0.02955971009
490	0.02954848587
491	0.02940388758
492	0.0292704264
493	0.02925905454
494	0.02919272791
495	0.02908163257
496	0.02899062893
497	0.02897966486
498	0.02890385347
499	0.02877915499
500	0.02875949088
501	0.02873891826
502	0.02862583855
503	0.02852121539
504	0.02847607742
505	0.02844747749
506	0.02839927918
507	0.02830239618
508	0.02826556612
509	0.02811374192
510	0.02792472226
511	0.02782725935
512	0.02772954862
513	0.02766986734
514	0.02761629828
515	0.02760564334
516	0.02744437367
517	0.0273349038
518	0.02732520956
519	0.0272098742
520	0.02714786819
521	0.02707602847
522	0.02700020453
523	0.02684693764
524	0.02681640499
525	0.02680741112
526	0.02679848248
527	0.02678506239
528	0.02677189259
529	0.02676310106
530	0.02665116733
531	0.02651881931
532	0.0265098993
533	0.02641247849
534	0.02626202373
535	0.02613402718
536	0.02606628622
537	0.02605774353
538	0.02589178991
539	0.02584781357
540	0.02573188617
541	0.02563473515
542	0.02552551973
543	0.02542740832
544	0.02532879458
545	0.02532112142
546	0.02524598212
547	0.02513848352
548	0.02506897125
549	0.02496259477
550	0.02494698483
551	0.02486287463
552	0.02485572017
553	0.02473503435
554	0.02470868031
555	0.0246421858
556	0.02463534764
557	0.024573142
558	0.02455992195
559	0.0245119922
560	0.02445150604
561	0.02438068621
562	0.02428491334
563	0.02415047382
564	0.02401839062
565	0.02393124686
566	0.02383105422
567	0.02380548758
568	0.02369321509
569	0.02367437911
570	0.02361197189
571	0.02354217496
572	0.0234886169
573	0.02340044203
574	0.02332814845
575	0.02329077161
576	0.02328431622
577	0.02327771324
578	0.02321994978
579	0.02308753926
580	0.02300746704
581	0.02295360047
582	0.02284326698
583	0.02278623348
584	0.02276816428
585	0.02274949738
586	0.02270187088
587	0.02264357185
588	0.02254617345
589	0.02246017146
590	0.02239827137
591	0.0222868681
592	0.02222878105
593	0.02211566666
594	0.0220205225
595	0.02201474823
596	0.02194285451
597	0.02192826404
598	0.02188216662
599	0.02183693761
600	0.02173024877
601	0.02167678919
602	0.02165013485
603	0.02155912347
604	0.02147376314
605	0.02143646776
606	0.02135777212
607	0.02130459919
608	0.02124856236
609	0.02121338978
610	0.02116374278
611	0.0210949742
612	0.02107813904
613	0.02102387153
614	0.02097478132
615	0.02092257271
616	0.02085410457
617	0.02080452503
618	0.02067240474
619	0.0206142318
620	0.02056870941
621	0.02047303712
622	0.02044326604
623	0.02035164686
624	0.02028311576
625	0.0202772431
626	0.02027258193
627	0.02023799323
628	0.02018084736
629	0.02008929384
630	0.02003513416
631	0.01992835636
632	0.01982824111
633	0.01980921734
634	0.01974544861
635	0.01969139837
636	0.01963339146
637	0.01957960394
638	0.01952446421
639	0.01946669435
640	0.01942631509
641	0.01936852409
642	0.01929854866
643	0.01924886782
644	0.01919760896
645	0.01911921503
646	0.01899780283
647	0.0189099038
648	0.01884875571
649	0.01875607777
650	0.01874193502
651	0.01873839545
652	0.01870831612
653	0.01863169054
654	0.01855820823
655	0.01844889468
656	0.01839887279
657	0.01838063719
658	0.0183006525
659	0.01829785912
660	0.01822703941
661	0.01816251853
662	0.01810865964
663	0.01804193137
664	0.01798255551
665	0.0179480744
666	0.0178990109
667	0.01784777079
668	0.01779871035
669	0.01774530218
670	0.01767992062
671	0.01760384812
672	0.01758041888
673	0.01750889915
674	0.01745533186
675	0.01739798376
676	0.01731852927
677	0.01726628981
678	0.01724952954
679	0.01723609419
680	0.01719574749
681	0.01717908155
682	0.0171156653
683	0.01704644121
684	0.01699616695
685	0.01692537779
686	0.016918321
687	0.01683436175
688	0.01677570406
689	0.01672702386
690	0.01667528765
691	0.01660263957
692	0.01656755947
693	0.01651583622
694	0.01648822453
695	0.01640664972
696	0.01638359338
697	0.01635315694
698	0.01632030785
699	0.01628416012
700	0.01623115001
701	0.01619849152
702	0.01609881777
703	0.01607273361
704	0.01603874788
705	0.01600618403
706	0.01593472747
707	0.01588753966
708	0.01585406867
709	0.01584312583
710	0.01581070006
711	0.01580569931
712	0.01575200749
713	0.01569722673
714	0.01565659063
715	0.01563356441
716	0.01560242438
717	0.01557120662
718	0.01548018705
719	0.01543367501
720	0.0153895469
721	0.01530124562
722	0.01529203017
723	0.01525088559
724	0.01520757428
725	0.0151967936
726	0.01514477815
727	0.01510645229
728	0.01505844869
729	0.01501738483
730	0.01498543144
731	0.01495338134
732	0.01488949928
733	0.0148194496
734	0.01479130068
735	0.01475907725
736	0.01475393488
737	0.01473979855
738	0.01472999254
739	0.01472024262
740	0.01467681485
741	0.01461190259
742	0.01457841098
743	0.01453996344
744	0.01449046687
745	0.01445138807
746	0.01442075055
747	0.01437798267
748	0.01433611081
749	0.01432241995
750	0.01430059313
751	0.01425054749
752	0.01420281525
753	0.0141943534
754	0.01416789623
755	0.01410900135
756	0.01407382765
757	0.01405466571
758	0.01402192814
759	0.0139737569
760	0.01393323288
761	0.01390052045
762	0.01383912008
763	0.01381932669
764	0.01376300773
765	0.01374009514
766	0.01371960538
767	0.01367520145
768	0.01366664885
769	0.0136579763
770	0.01359458823
771	0.0135706903
772	0.01351084532
773	0.01343795995
774	0.01341961387
775	0.01341231861
776	0.0133581646
777	0.01333014522
778	0.01329299099
779	0.01326700918
780	0.01322246915
781	0.01319969905
782	0.01319178537
783	0.01315768343
784	0.01310474478
785	0.01307942413
786	0.01306011019
787	0.01300959779
788	0.01300622432
789	0.01295784591
790	0.01292880377
791	0.01292615078
792	0.01292211334
793	0.01291986363
794	0.01290125221
795	0.01289160793
796	0.01286183325
797	0.01282679845
798	0.01280605268
799	0.01276494134
800	0.01271894459
801	0.01268000538
802	0.01264999115
803	0.01261494029
804	0.01260044162
805	0.01258374031
806	0.01253529164
807	0.01251610044
808	0.01247669181
809	0.01247030308
810	0.01243695752
811	0.01240153522
812	0.01234389422
813	0.01231146294
814	0.01230532941
815	0.01229530711
816	0.01223518069
817	0.01220681191
818	0.01217581449
819	0.01213548442
820	0.01208859267
821	0.01206360333
822	0.01203991018
823	0.0119937404
824	0.01197161246
825	0.01195896731
826	0.01193803322
827	0.01189655568
828	0.01183891133
829	0.01179313338
830	0.0117729902
831	0.01177042986
832	0.01175374242
833	0.01173472825
834	0.01168832247
835	0.01164463277
836	0.01161673213
837	0.0115965716
838	0.01159449352
839	0.01156336328
840	0.01155242522
841	0.0115484556
