iter	Passed	Remaining
299	716	1670
300	718	1669
301	720	1666
302	722	1662
303	724	1659
304	726	1656
305	729	1653
306	731	1651
307	733	1648
308	735	1644
309	737	1641
310	739	1637
311	741	1634
312	743	1632
313	746	1630
314	748	1627
315	750	1623
316	751	1619
317	753	1616
318	755	1613
319	757	1609
320	761	1611
321	763	1607
322	765	1604
323	767	1600
324	769	1597
325	771	1594
326	772	1590
327	775	1588
328	776	1584
329	778	1581
330	780	1577
331	782	1574
332	784	1570
333	786	1567
334	787	1563
335	789	1561
336	792	1558
337	794	1555
338	795	1551
339	797	1548
340	799	1545
341	801	1541
342	803	1538
343	805	1535
344	807	1532
345	809	1530
346	812	1528
347	814	1525
348	816	1522
349	818	1519
350	820	1516
351	823	1515
352	825	1513
353	828	1511
354	830	1508
355	832	1505
356	833	1501
357	836	1499
358	838	1497
359	840	1494
360	843	1492
361	845	1489
362	847	1486
363	849	1483
364	851	1480
365	853	1477
366	855	1475
367	857	1472
368	859	1470
369	862	1468
370	863	1464
371	866	1462
372	868	1459
373	870	1457
374	872	1454
375	874	1451
376	876	1448
377	878	1445
378	880	1442
379	882	1439
380	884	1436
381	887	1435
382	889	1432
383	891	1429
384	892	1426
385	894	1423
386	896	1420
387	898	1417
388	900	1414
389	904	1414
390	906	1411
391	907	1408
392	909	1405
393	911	1402
394	913	1399
395	915	1396
396	917	1394
397	920	1392
398	922	1389
399	924	1386
400	926	1383
401	928	1381
402	930	1378
403	932	1375
404	934	1373
405	937	1370
406	939	1368
407	941	1365
408	942	1362
409	944	1359
410	946	1356
411	948	1353
412	951	1352
413	953	1349
414	955	1346
415	956	1343
416	958	1340
417	960	1337
418	962	1334
419	964	1332
420	966	1329
421	969	1327
422	971	1324
423	972	1321
424	974	1318
425	976	1315
426	978	1312
427	980	1309
428	982	1307
429	984	1305
430	986	1302
431	988	1299
432	990	1296
433	991	1293
434	993	1290
435	995	1287
436	998	1286
437	1000	1283
438	1002	1280
439	1004	1277
440	1005	1275
441	1007	1272
442	1009	1269
443	1011	1266
444	1013	1264
445	1016	1262
446	1018	1259
447	1020	1257
448	1022	1254
449	1024	1252
450	1026	1249
451	1028	1246
452	1030	1244
453	1032	1242
454	1035	1239
455	1036	1236
456	1038	1234
457	1040	1231
458	1042	1228
459	1044	1225
460	1046	1223
461	1048	1221
462	1050	1218
463	1052	1216
464	1054	1213
465	1057	1211
466	1058	1208
467	1061	1206
468	1063	1204
469	1065	1201
470	1067	1198
471	1069	1196
472	1070	1193
473	1072	1190
474	1075	1188
475	1079	1187
476	1082	1186
477	1084	1184
478	1086	1182
479	1088	1179
480	1090	1176
481	1092	1174
482	1095	1172
483	1097	1170
484	1099	1167
485	1101	1165
486	1103	1162
487	1105	1159
488	1107	1157
489	1109	1155
490	1112	1153
491	1114	1150
492	1116	1148
493	1118	1145
494	1120	1142
495	1121	1139
496	1123	1137
497	1126	1135
498	1129	1133
499	1131	1131
500	1133	1128
501	1135	1126
502	1137	1123
503	1138	1120
504	1141	1118
505	1143	1116
506	1145	1114
507	1147	1111
508	1149	1108
509	1151	1106
510	1153	1103
511	1155	1100
512	1157	1098
513	1159	1096
514	1161	1094
515	1164	1091
516	1166	1089
517	1167	1086
518	1169	1084
519	1171	1081
520	1174	1079
521	1176	1077
522	1178	1074
523	1180	1072
524	1182	1069
525	1184	1066
526	1185	1064
527	1188	1062
528	1190	1060
529	1192	1057
530	1194	1055
531	1196	1052
532	1198	1049
533	1200	1047
534	1202	1044
535	1204	1042
536	1207	1041
537	1209	1038
538	1211	1036
539	1213	1033
540	1215	1030
541	1217	1028
542	1218	1025
543	1221	1023
544	1224	1021
545	1225	1019
546	1227	1016
547	1229	1014
548	1231	1011
549	1233	1009
550	1235	1006
551	1237	1004
552	1240	1002
553	1242	1000
554	1244	997
555	1246	995
556	1248	992
557	1250	990
558	1252	987
559	1254	985
560	1256	983
561	1258	981
562	1260	978
563	1262	975
564	1264	973
565	1266	970
566	1268	968
567	1271	966
568	1273	964
569	1275	961
570	1277	959
571	1279	957
572	1280	954
573	1282	952
574	1285	949
575	1287	947
576	1289	945
577	1291	943
578	1293	940
579	1295	938
580	1297	935
581	1299	933
582	1301	931
583	1304	929
584	1306	926
585	1308	924
586	1310	922
587	1312	919
588	1314	917
589	1317	915
590	1319	913
591	1321	910
592	1323	908
593	1325	906
594	1327	903
595	1329	901
596	1331	899
597	1334	897
598	1337	895
599	1339	892
600	1341	890
601	1344	888
602	1345	886
603	1348	884
604	1350	881
605	1352	879
606	1354	877
607	1356	874
608	1358	872
609	1360	869
610	1362	867
611	1365	865
612	1367	863
613	1369	861
614	1372	858
615	1374	856
616	1375	854
617	1377	851
618	1380	849
619	1382	847
620	1384	844
621	1386	842
622	1388	840
623	1390	837
624	1392	835
625	1394	833
626	1396	830
627	1399	829
628	1401	826
629	1403	824
630	1405	822
631	1407	819
632	1409	817
633	1412	815
634	1414	813
635	1416	810
636	1418	808
637	1420	806
638	1422	803
639	1424	801
640	1426	798
641	1429	796
642	1431	795
643	1434	792
644	1435	790
645	1437	787
646	1439	785
647	1441	783
648	1444	781
649	1446	779
650	1449	776
651	1450	774
652	1452	772
653	1454	769
654	1456	767
655	1458	764
656	1462	763
657	1465	761
658	1467	759
659	1470	757
660	1473	755
661	1475	753
662	1478	751
663	1480	749
664	1482	746
665	1484	744
666	1486	742
667	1488	739
668	1490	737
669	1493	735
670	1495	733
671	1497	730
672	1499	728
673	1501	726
674	1503	723
675	1504	721
676	1507	719
677	1509	717
678	1511	714
679	1513	712
680	1515	710
681	1517	707
682	1519	705
683	1521	703
684	1524	701
685	1528	699
686	1530	697
687	1532	695
688	1535	692
689	1537	690
690	1540	688
691	1543	686
692	1545	684
693	1547	682
694	1549	680
695	1551	677
696	1553	675
697	1555	673
698	1557	670
699	1559	668
700	1561	666
701	1563	663
702	1565	661
703	1567	659
704	1569	656
705	1572	654
706	1574	652
707	1575	649
708	1578	647
709	1580	645
710	1582	643
711	1584	640
712	1587	638
713	1589	636
714	1591	634
715	1593	631
716	1595	629
717	1597	627
718	1598	624
719	1601	622
720	1603	620
721	1605	618
722	1608	616
723	1610	613
724	1612	611
725	1613	609
726	1615	606
727	1618	604
728	1620	602
729	1623	600
730	1625	598
731	1627	595
732	1629	593
733	1632	591
734	1634	589
735	1637	587
736	1639	585
737	1641	582
738	1643	580
739	1646	578
740	1649	576
741	1652	574
742	1654	572
743	1656	569
744	1658	567
745	1661	565
746	1663	563
747	1665	561
748	1668	559
749	1670	556
750	1673	554
751	1675	552
752	1677	550
753	1679	548
754	1683	546
755	1685	543
756	1687	541
757	1689	539
758	1692	537
759	1694	534
760	1695	532
761	1698	530
762	1700	528
763	1702	525
764	1704	523
765	1706	521
766	1707	518
767	1709	516
768	1711	514
769	1714	512
770	1716	509
771	1718	507
772	1719	505
773	1721	502
774	1723	500
775	1725	498
776	1727	495
777	1729	493
778	1731	491
779	1733	489
780	1735	486
781	1737	484
782	1739	482
783	1741	479
784	1743	477
785	1745	475
786	1747	473
787	1749	470
788	1751	468
789	1753	466
790	1755	463
791	1757	461
792	1759	459
793	1761	457
794	1763	454
795	1765	452
796	1768	450
797	1769	448
798	1771	445
799	1773	443
800	1775	441
801	1778	439
802	1780	436
803	1782	434
804	1784	432
805	1786	429
806	1787	427
807	1789	425
808	1792	423
809	1794	420
810	1796	418
811	1799	416
812	1800	414
813	1802	411
814	1804	409
815	1806	407
816	1809	405
817	1811	403
818	1813	400
819	1816	398
820	1818	396
821	1820	394
822	1822	391
823	1824	389
824	1827	387
825	1829	385
826	1831	383
827	1833	380
828	1835	378
829	1838	376
830	1843	374
831	1845	372
832	1847	370
833	1849	368
834	1851	365
835	1853	363
836	1855	361
837	1858	359
838	1860	357
839	1862	354
840	1864	352
841	1866	350
842	1868	347
843	1870	345
844	1872	343
845	1874	341
846	1876	339
847	1879	336
848	1881	334
849	1883	332
850	1884	330
851	1886	327
852	1889	325
853	1892	323
854	1894	321
855	1896	318
856	1898	316
857	1900	314
858	1901	312
859	1904	309
860	1906	307
861	1908	305
862	1911	303
863	1914	301
864	1916	299
865	1918	296
866	1920	294
867	1923	292
868	1925	290
869	1928	288
870	1930	285
871	1932	283
872	1934	281
873	1936	279
874	1938	276
875	1941	274
876	1943	272
877	1945	270
878	1947	268
879	1949	265
880	1951	263
881	1953	261
882	1956	259
883	1957	256
884	1959	254
885	1961	252
886	1963	250
887	1965	247
888	1968	245
889	1970	243
890	1973	241
891	1975	239
892	1977	236
893	1979	234
894	1981	232
895	1984	230
896	1986	228
897	1988	225
898	1990	223
899	1992	221
900	1994	219
901	1996	216
902	1998	214
903	2001	212
904	2003	210
905	2005	208
906	2007	205
907	2010	203
908	2011	201
909	2014	199
910	2016	197
911	2018	194
912	2021	192
913	2023	190
914	2024	188
915	2026	185
916	2028	183
917	2030	181
918	2033	179
919	2035	177
920	2037	174
921	2039	172
922	2041	170
923	2043	168
924	2045	165
925	2047	163
926	2050	161
927	2052	159
928	2054	156
929	2056	154
930	2058	152
931	2060	150
932	2062	148
933	2064	145
934	2066	143
935	2068	141
936	2071	139
937	2073	137
938	2075	134
939	2077	132
940	2079	130
941	2082	128
942	2083	125
943	2085	123
944	2087	121
945	2089	119
946	2091	117
947	2093	114
948	2096	112
949	2098	110
950	2101	108
951	2103	106
952	2105	103
953	2107	101
954	2109	99
955	2111	97
956	2113	94
957	2115	92
958	2118	90
959	2121	88
960	2122	86
961	2124	83
962	2126	81
963	2129	79
964	2131	77
965	2133	75
966	2135	72
967	2137	70
968	2139	68
969	2141	66
970	2143	64
971	2146	61
972	2148	59
973	2150	57
974	2152	55
975	2154	52
976	2155	50
977	2158	48
978	2160	46
979	2163	44
980	2165	41
981	2167	39
982	2169	37
983	2171	35
984	2173	33
985	2175	30
986	2177	28
987	2180	26
988	2182	24
989	2184	22
990	2186	19
991	2188	17
992	2190	15
993	2192	13
994	2195	11
995	2197	8
996	2199	6
997	2201	4
998	2203	2
999	2205	0
